name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
LAVIN,5224,6679,2.26,60972.93,86.08,0.75,1.12,0.19,1,10.85
DARR,5227,6677,2.26,60975.19,93.5,1.47,1.3,0.28,1.53,1.92
DOMBROWSKI,5228,6676,2.26,60977.45,96.18,0.22,0.46,0.18,1.15,1.8
MARCHESE,5229,6670,2.26,60979.71,93.18,0.42,0.39,0.15,0.91,4.95
LASHLEY,5230,6669,2.26,60981.97,68.12,26.42,0.33,0.57,1.84,2.71
TOWNE,5231,6666,2.26,60984.23,91.52,1.46,0.89,2.54,1.58,2.03
LAURENT,5232,6665,2.26,60986.49,54.19,37.67,1.08,0.29,1.88,4.89
HEMBREE,5232,6665,2.26,60988.75,94.03,0.75,0.53,1.02,2.12,1.56
GREENWALD,5234,6664,2.26,60991.01,95.59,0.39,0.81,0.35,0.89,1.98
STOCKWELL,5234,6664,2.26,60993.27,93.83,0.54,1.04,0.26,1.85,2.49
HAILE,5236,6663,2.26,60995.53,41.98,52.21,1.1,0.63,2.18,1.91
MUSGROVE,5237,6660,2.26,60997.79,81.46,12.18,0.5,1.05,2.12,2.7
BOETTCHER,5238,6659,2.26,61000.05,95.89,0.3,0.78,0.42,1.11,1.5
STOWERS,5239,6657,2.26,61002.3,72.21,20.02,1.71,0.54,3.33,2.18
METZLER,5239,6657,2.26,61004.56,94.02,1.04,0.47,0.3,1.35,2.82
KIEFFER,5241,6656,2.26,61006.82,94.16,0.45,0.48,1.04,1.19,2.69
LA,5242,6655,2.26,61009.07,6,0.99,88.91,0.09,1.76,2.25
MCDOUGALL,5242,6655,2.26,61011.33,89.17,3.53,0.84,1.01,1.97,3.49
HASTY,5244,6654,2.26,61013.58,84.79,10.75,0.47,0.44,1.49,2.07
RODEN,5245,6653,2.26,61015.84,90.25,3.38,0.74,0.98,1.44,3.22
PEDRO,5246,6649,2.25,61018.09,35.4,5.32,8.32,5.26,3.56,42.13
PEEL,5247,6647,2.25,61020.35,86.07,9.3,0.51,0.45,1.26,2.41
CHRISMAN,5247,6647,2.25,61022.6,92.22,1.61,0.47,0.75,1.87,3.08
BROADWAY,5247,6647,2.25,61024.85,64.63,29.52,0.42,0.36,2.84,2.23
HARRIGAN,5250,6646,2.25,61027.11,77.73,15,0.77,0.23,1.75,4.53
DORRIS,5251,6644,2.25,61029.36,81.32,12.97,0.63,0.54,1.79,2.74
BORDELON,5251,6644,2.25,61031.61,93.93,2.26,0.39,0.47,1.31,1.64
BATISTE,5253,6640,2.25,61033.86,4.29,87.91,0.45,1.39,3.13,2.83
BARAN,5253,6640,2.25,61036.11,91.57,0.74,2.5,0.2,1.39,3.61
DESOUZA,5255,6639,2.25,61038.36,60.52,18.3,9.01,0.3,4.05,7.82
KILEY,5255,6639,2.25,61040.61,90.33,5.38,0.8,0.33,1.57,1.6
PITRE,5257,6637,2.25,61042.86,66.42,19.45,0.87,0.86,2.05,10.35
NAZARIO,5258,6636,2.25,61045.11,8.42,1.42,2.03,(S),(S),87.28
CANTWELL,5259,6635,2.25,61047.36,94.27,0.17,0.51,0.68,1.31,3.06
HUEBNER,5259,6635,2.25,61049.61,95.19,0.2,0.5,0.47,1.18,2.47
BRASHER,5261,6634,2.25,61051.86,89.81,5.23,0.65,0.66,1.28,2.37
WESSEL,5262,6630,2.25,61054.11,95.08,0.3,0.78,0.42,1.55,1.86
PABON,5262,6630,2.25,61056.36,8.52,2.1,1,0.08,0.35,87.96
BOWE,5264,6628,2.25,61058.6,76.27,19,0.57,0.2,2.2,1.77
DEESE,5265,6626,2.25,61060.85,75.08,11.12,0.48,9.03,1.87,2.41
MAGGARD,5266,6625,2.25,61063.1,94.22,1.1,0.35,0.63,1.84,1.86
FELTS,5267,6621,2.24,61065.34,90.36,5.57,0.42,0.8,1.16,1.68
RIFE,5268,6620,2.24,61067.58,93.14,2.3,0.39,0.47,2.04,1.66
COWELL,5269,6618,2.24,61069.83,84.15,10.28,0.7,0.62,2.01,2.25
NOVOTNY,5270,6617,2.24,61072.07,96.31,0.38,0.29,0.35,1.03,1.65
ESCALERA,5271,6616,2.24,61074.31,4.72,0.88,0.8,0.29,0.35,92.97
VIOLA,5271,6616,2.24,61076.56,87.76,1.04,3.61,0.2,0.82,6.57
VOLLMER,5273,6614,2.24,61078.8,95.37,0.2,0.64,0.26,1.25,2.28
BURCHFIELD,5274,6612,2.24,61081.04,92.83,2.5,0.45,0.82,1.57,1.83
BYRON,5275,6610,2.24,61083.28,78.4,15.33,0.79,0.47,1.63,3.39
MARCHAND,5275,6610,2.24,61085.52,84.81,4.11,0.79,2.78,1.83,5.67
HEISER,5277,6606,2.24,61087.76,95.46,0.2,0.7,0.26,1.23,2.16
KEIL,5278,6603,2.24,61090,92.14,1.5,1.62,0.29,1.89,2.56
MULCAHY,5279,6595,2.24,61092.24,95.86,0.14,0.55,0.2,1.06,2.2
AMUNDSON,5280,6594,2.24,61094.47,95.44,0.21,0.39,0.53,1.32,2.11
RALEY,5281,6593,2.24,61096.71,91.2,3.34,0.73,0.58,1.56,2.59
LEEPER,5281,6593,2.24,61098.94,82.8,10.77,0.61,0.5,2.7,2.62
HADDEN,5281,6593,2.24,61101.18,84.92,10.56,0.73,0.53,1.73,1.53
PINE,5284,6592,2.23,61103.41,86.36,3.41,1.96,3.2,1.85,3.22
FORTENBERRY,5285,6589,2.23,61105.65,80.07,16.06,0.2,0.39,1.67,1.61
TUGGLE,5285,6589,2.23,61107.88,69.01,26.03,0.46,0.44,2.47,1.59
BAYS,5287,6588,2.23,61110.11,90.35,4.28,0.76,0.7,1.9,2.02
BRODIE,5288,6585,2.23,61112.34,65.76,27.08,0.91,0.99,2.28,2.99
CONYERS,5289,6583,2.23,61114.58,37.44,57.19,0.43,0.26,2.66,2.02
MALLARD,5289,6583,2.23,61116.81,51.54,33.84,10.39,0.35,1.87,2.01
RICHMAN,5289,6583,2.23,61119.04,93.48,2.05,0.65,0.3,1.03,2.48
ROCCO,5289,6583,2.23,61121.27,90.54,0.49,1.09,0.2,1.5,6.18
LEIJA,5293,6580,2.23,61123.5,4.97,0.17,0.24,0.08,0.17,94.38
KOSTER,5293,6580,2.23,61125.73,94.24,1.23,0.62,0.73,1.06,2.11
RIEDEL,5295,6578,2.23,61127.96,93.75,0.5,0.93,0.29,1.41,3.12
BEEMAN,5295,6578,2.23,61130.19,90.13,4.48,0.5,0.4,1.55,2.93
BIRMINGHAM,5297,6577,2.23,61132.42,84.93,8.79,0.61,0.61,1.51,3.56
WASSERMAN,5297,6577,2.23,61134.65,95.97,0.38,0.59,0.15,0.67,2.24
CORRELL,5297,6577,2.23,61136.88,92.49,2.74,0.55,0.38,1.46,2.39
SILVERSTEIN,5300,6576,2.23,61139.11,94.59,0.36,0.99,0.08,1.22,2.77
HUME,5301,6573,2.23,61141.34,90.99,2.98,0.87,0.64,1.99,2.53
LOWELL,5302,6569,2.23,61143.57,92.92,1.55,0.67,0.55,1.57,2.74
COPLEY,5303,6568,2.23,61145.79,94.12,1.23,0.55,0.38,1.52,2.19
HAZELWOOD,5304,6567,2.23,61148.02,81.97,12.78,0.41,0.64,2.19,2.01
RAWLINS,5305,6566,2.23,61150.25,74.44,17.33,1.43,0.41,2.88,3.5
HORSLEY,5306,6565,2.23,61152.47,79.91,15.05,0.72,0.35,1.84,2.13
COBBS,5306,6565,2.23,61154.7,21.74,71.41,0.21,0.62,3.5,2.51
KARL,5308,6564,2.23,61156.92,91.04,1.95,2.73,0.29,1.45,2.54
BEAUDOIN,5309,6562,2.22,61159.15,92.12,2.64,0.62,0.41,1.68,2.53
STOCKER,5310,6561,2.22,61161.37,88.72,7.47,0.61,0.24,1.13,1.83
SCRIBNER,5311,6558,2.22,61163.59,89.51,3.78,0.9,0.9,1.66,3.25
ERDMAN,5311,6558,2.22,61165.82,96.11,0.24,0.56,0.41,0.91,1.75
BROPHY,5313,6557,2.22,61168.04,94.89,0.34,0.64,0.27,1.24,2.62
BAINES,5313,6557,2.22,61170.26,45.72,47.61,0.7,0.87,2.23,2.87
MALLETT,5315,6556,2.22,61172.49,69.16,25.58,0.46,0.24,1.77,2.79
BARCIA,5316,6555,2.22,61174.71,15.51,0.75,1.46,0.4,0.18,81.69
MCCLEARY,5317,6554,2.22,61176.93,82.9,11.52,0.69,0.2,2.01,2.69
GOWER,5317,6554,2.22,61179.15,93.18,1.86,0.55,1.04,1.37,2
GIESE,5319,6553,2.22,61181.37,95.74,0.17,0.47,0.32,0.95,2.35
MATHES,5319,6553,2.22,61183.59,87.17,8.15,0.72,0.56,1.85,1.56
NEILSON,5319,6553,2.22,61185.82,92.34,2.43,0.61,0.56,1.71,2.35
LADNER,5322,6551,2.22,61188.04,93.94,3.07,0.23,0.34,1.02,1.4
BEILER,5323,6549,2.22,61190.26,97.56,0.29,0.11,0.17,0.69,1.19
YIN,5324,6548,2.22,61192.48,1.7,(S),93.97,(S),2.26,1.8
MARLOWE,5325,6543,2.22,61194.69,88.46,6.86,0.52,0.41,1.45,2.29
RECINOS,5326,6540,2.22,61196.91,3.13,0.35,0.28,(S),(S),96.02
TIBBETTS,5327,6538,2.22,61199.13,92.14,0.44,0.69,2.39,2.22,2.13
LEHR,5328,6537,2.22,61201.34,95.32,0.55,0.7,0.28,1.24,1.91
MARSTON,5329,6535,2.22,61203.56,88.13,6.27,0.7,0.46,2,2.43
MOUTON,5329,6535,2.22,61205.77,45.97,47.62,0.5,0.15,2.77,2.98
PLANK,5331,6534,2.22,61207.99,95.59,0.18,0.49,0.54,1.16,2.04
TOOLE,5331,6534,2.22,61210.21,86.49,9.26,0.46,0.38,1.47,1.94
MORELLI,5333,6532,2.21,61212.42,93.39,0.28,0.51,0.23,0.9,4.7
FERRANTE,5333,6532,2.21,61214.63,92.96,0.95,0.57,0.21,1.33,3.98
CORN,5335,6528,2.21,61216.85,86.64,3.6,1.07,3.63,2.27,2.79
ALBERTO,5335,6528,2.21,61219.06,14.78,0.8,10.78,0.09,0.64,72.9
SORTO,5337,6523,2.21,61221.27,2.71,0.52,0.17,(S),(S),96.38
BUELL,5338,6522,2.21,61223.48,93.48,1.06,0.9,0.31,1.58,2.67
BIAS,5339,6518,2.21,61225.69,51.07,30.1,1.41,0.77,3.79,12.86
CARAWAY,5340,6517,2.21,61227.9,77.11,16.59,0.91,0.87,2.06,2.47
EMANUEL,5340,6517,2.21,61230.11,52.72,32.48,1.4,5.71,2.52,5.17
HOWERTON,5342,6516,2.21,61232.32,88.84,5.4,0.52,0.89,1.98,2.36
DELAO,5343,6515,2.21,61234.53,8.78,0.38,0.52,0.15,0.34,89.82
CHAPLIN,5344,6513,2.21,61236.74,74.59,20.51,0.66,0.4,1.81,2.03
GOTTLIEB,5345,6509,2.21,61238.94,94.07,0.89,0.98,0.11,1.11,2.84
GRENIER,5345,6509,2.21,61241.15,94.48,0.31,0.69,0.46,1.2,2.86
HERMOSILLO,5347,6508,2.21,61243.36,5.53,0.22,0.2,0.2,0.26,93.59
COTTO,5348,6506,2.21,61245.56,8.13,2.24,0.35,0.15,0.42,88.7
MOHLER,5348,6506,2.21,61247.77,94.67,0.29,0.83,0.32,1.84,2.04
NUNO,5348,6506,2.21,61249.97,4.26,0.65,0.38,0.18,0.18,94.34
LOHR,5348,6506,2.21,61252.18,95.47,0.57,0.52,0.15,1.2,2.09
STRAIT,5352,6505,2.21,61254.38,89.92,4.86,0.57,0.68,1.71,2.28
YOCUM,5353,6504,2.2,61256.59,92.13,2.77,0.74,0.54,1.37,2.46
RASHID,5353,6504,2.2,61258.79,25.85,16.34,49.52,0.26,5.34,2.69
RUBLE,5355,6503,2.2,61261,94.71,1.26,0.69,0.42,1.41,1.51
ARREGUIN,5356,6501,2.2,61263.2,4.54,0.23,0.15,0.26,0.14,94.68
CATRON,5356,6501,2.2,61265.41,83.06,8.34,0.4,4.03,1.89,2.28
DOANE,5356,6501,2.2,61267.61,93.42,1.51,1.05,0.23,2.17,1.63
WYANT,5359,6498,2.2,61269.81,93.95,0.95,0.52,0.52,1.8,2.25
MELANCON,5360,6496,2.2,61272.01,82.62,13.79,0.26,0.29,1.17,1.86
LIZARRAGA,5361,6494,2.2,61274.22,4.62,0.15,0.29,0.23,0.14,94.56
DONNELL,5361,6494,2.2,61276.42,69.7,22.94,0.48,1.82,2.36,2.71
HARTZELL,5361,6494,2.2,61278.62,96.21,0.45,0.43,0.25,1.2,1.46
DENISON,5364,6490,2.2,61280.82,92.02,1.65,0.92,1.09,1.88,2.43
ALFRED,5364,6490,2.2,61283.02,30.43,58.69,3.45,1.43,3.07,2.93
SAULS,5364,6490,2.2,61285.22,73.04,22.5,0.28,0.52,1.71,1.96
SAUCIER,5367,6489,2.2,61287.42,89.09,6.23,0.35,0.69,1.62,2.02
GIRALDO,5367,6489,2.2,61289.62,6.81,0.37,0.12,(S),(S),92.54
BRIGHAM,5369,6485,2.2,61291.82,77.96,16.72,0.57,0.46,1.71,2.58
POHL,5369,6485,2.2,61294.02,90.16,0.23,0.93,0.37,1.37,6.94
ROSENFELD,5371,6484,2.2,61296.21,94.9,0.35,0.68,0.14,1.1,2.84
STEBBINS,5371,6484,2.2,61298.41,92.87,1.99,0.48,0.54,1.84,2.28
CUSHING,5373,6480,2.2,61300.61,95.22,0.25,0.83,0.35,1.37,1.98
CANTER,5374,6477,2.2,61302.8,90.12,5,0.68,0.36,1.39,2.45
BILLUPS,5375,6475,2.2,61305,27.63,67.12,0.46,0.31,2.21,2.27
VALENTINO,5376,6474,2.19,61307.19,85.63,1.98,2.13,0.65,1.3,8.31
NEWHOUSE,5377,6471,2.19,61309.39,88.44,7.29,0.56,0.25,1.7,1.76
CAMPO,5378,6470,2.19,61311.58,61.76,1.72,3.94,0.25,1.04,31.3
HATLEY,5379,6468,2.19,61313.77,84.49,10.19,0.48,0.83,1.48,2.52
HACK,5379,6468,2.19,61315.97,85.78,7.27,2.5,0.29,1.44,2.72
RATHBUN,5381,6467,2.19,61318.16,94.74,0.23,0.84,0.48,1.96,1.75
ATHERTON,5382,6466,2.19,61320.35,92.16,2.06,0.59,0.23,1.59,3.37
LAING,5383,6465,2.19,61322.54,75.33,17.31,1.58,0.14,1.86,3.79
PABLO,5384,6462,2.19,61324.73,3.4,1.44,21.02,12.6,2.77,58.77
SHEIKH,5384,6462,2.19,61326.92,8.02,14.25,71.62,0.12,3.87,2.12
WITMER,5386,6461,2.19,61329.11,96.13,0.2,0.56,0.14,1.27,1.7
CHITWOOD,5386,6461,2.19,61331.3,94.63,0.62,0.5,0.79,1.67,1.8
RIGBY,5388,6458,2.19,61333.49,87.47,7.9,0.93,0.37,1.64,1.69
AUGUST,5389,6456,2.19,61335.68,65.13,27.29,0.93,0.29,2.04,4.31
WEIL,5390,6455,2.19,61337.87,93.49,1.22,0.95,0.25,1.21,2.88
STOWELL,5390,6455,2.19,61340.06,92.44,2.43,0.74,0.26,2.03,2.09
KISSINGER,5390,6455,2.19,61342.25,95.2,0.26,0.64,0.33,1.25,2.32
DEANE,5393,6454,2.19,61344.44,81.86,10.61,1.7,1.04,2.09,2.7
INGALLS,5394,6453,2.19,61346.62,93.62,1.64,0.71,0.34,1.52,2.17
FEE,5394,6453,2.19,61348.81,91.8,2.37,1.36,0.65,1.66,2.15
BLANCHETTE,5396,6452,2.19,61351,92.89,2.05,0.71,0.17,1.94,2.25
BLAINE,5397,6451,2.19,61353.18,78.31,12.9,0.88,3.27,1.94,2.7
QUAN,5397,6451,2.19,61355.37,6.39,0.78,82.7,0.33,4.4,5.41
EBERHARDT,5399,6450,2.19,61357.56,82.57,11.74,0.67,0.5,1.95,2.57
ROUNDS,5400,6447,2.19,61359.74,80.15,14.84,0.59,0.53,1.71,2.19
ABAD,5401,6446,2.19,61361.93,9.29,1.13,34.35,0.19,3.51,51.54
WALTHER,5402,6444,2.18,61364.11,93.2,0.65,0.84,0.5,1.89,2.92
PAYAN,5403,6443,2.18,61366.3,10.66,0.93,0.9,0.09,0.39,87.02
MESSICK,5404,6441,2.18,61368.48,94.16,1.89,0.43,0.4,1.35,1.75
ABERCROMBIE,5405,6439,2.18,61370.66,78.16,16.93,0.37,0.81,1.72,2
ROUNDTREE,5405,6439,2.18,61372.85,23.92,69.27,0.14,0.71,3.6,2.36
MARKER,5407,6438,2.18,61375.03,93.06,1.07,1.1,0.48,1.32,2.97
MATTHEW,5408,6436,2.18,61377.21,54.37,32.64,5.72,0.9,2.59,3.78
KRANTZ,5408,6436,2.18,61379.39,94.72,0.3,0.54,0.42,1.24,2.78
GROTH,5410,6434,2.18,61381.57,95.83,0.16,0.75,0.28,0.84,2.14
YEPEZ,5411,6433,2.18,61383.76,3.67,0.19,0.37,0.14,0.12,95.51
CHEVALIER,5412,6431,2.18,61385.94,72.31,14.46,0.59,1.17,2.39,9.08
RITZ,5413,6430,2.18,61388.12,92.15,0.5,1.35,0.44,1.54,4.03
FELL,5414,6429,2.18,61390.3,92.24,3.53,0.44,0.25,1.26,2.29
BABIN,5415,6426,2.18,61392.47,90.54,4.84,1.06,0.34,1,2.23
UMANA,5415,6426,2.18,61394.65,4.64,2.49,0.39,(S),(S),92.23
THEIS,5417,6425,2.18,61396.83,94.65,0.44,0.78,0.4,1.46,2.27
THERIOT,5418,6424,2.18,61399.01,90.6,4.93,0.48,0.56,1.15,2.27
GIST,5419,6422,2.18,61401.18,48.86,43.8,0.47,1.34,2.96,2.57
SOPER,5420,6421,2.18,61403.36,94.74,0.47,0.37,0.73,1.51,2.18
BOGART,5421,6420,2.18,61405.54,93.13,1.01,0.59,0.55,1.25,3.47
GARCES,5421,6420,2.18,61407.71,7.29,0.84,6.32,0.08,0.83,84.64
HANN,5421,6420,2.18,61409.89,87.6,4.88,3.1,0.31,1.76,2.35
MONEY,5421,6420,2.18,61412.07,84.78,9.22,1.29,0.44,1.96,2.31
TORRENCE,5425,6419,2.18,61414.24,46.46,47.3,0.34,0.23,3.16,2.51
SAECHAO,5425,6419,2.18,61416.42,1.04,0.08,95.42,0.08,2.35,1.03
MEDLOCK,5427,6416,2.18,61418.59,65.57,27.65,0.51,0.87,2.98,2.42
GAMMON,5428,6415,2.17,61420.77,87.42,7.26,0.73,0.59,1.79,2.2
DOLLAR,5429,6414,2.17,61422.94,89.43,5.24,0.89,1.12,1.75,1.57
BOLLING,5429,6414,2.17,61425.12,65.17,29.67,0.58,0.47,2.04,2.07
MUMFORD,5431,6413,2.17,61427.29,69.05,25.59,0.58,0.23,2.14,2.42
CRITTENDEN,5432,6411,2.17,61429.47,63.13,25.78,0.56,3.82,3.87,2.84
HIXSON,5433,6408,2.17,61431.64,90.03,5.17,0.39,0.78,1.36,2.28
OBRYAN,5433,6408,2.17,61433.81,93.26,1.78,0.53,0.53,1.45,2.45
ALBANESE,5435,6407,2.17,61435.98,95.36,(S),0.66,(S),0.92,2.79
DELAPAZ,5436,6404,2.17,61438.15,5.2,0.37,11.77,0.3,1.05,81.31
AGUERO,5437,6402,2.17,61440.32,6.94,0.17,1.11,0.86,0.39,90.53
HAYNIE,5438,6400,2.17,61442.49,80.41,14.81,0.27,0.75,1.84,1.92
OLIVIER,5438,6400,2.17,61444.66,67.25,22.92,0.44,0.3,2.63,6.47
PRICHARD,5438,6400,2.17,61446.83,92.33,2.77,0.64,0.52,1.45,2.3
FAIRLEY,5441,6398,2.17,61449,31.68,63.21,0.33,0.3,2.53,1.95
RAWSON,5442,6395,2.17,61451.17,93.89,1.2,0.84,0.52,1.16,2.39
QUIRK,5443,6392,2.17,61453.34,94.9,0.48,0.67,0.19,1.42,2.33
MUDD,5444,6391,2.17,61455.5,88.3,7.14,0.61,0.34,1.58,2.03
MCHALE,5444,6391,2.17,61457.67,95.52,0.3,0.49,0.11,1.47,2.11
FULKERSON,5444,6391,2.17,61459.84,94.55,0.75,0.42,0.55,1.55,2.17
WYRICK,5444,6391,2.17,61462,83.96,10.28,0.25,0.88,2.21,2.43
CARSWELL,5448,6390,2.17,61464.17,54.13,41.42,0.31,0.38,2.16,1.6
INGERSOLL,5449,6388,2.17,61466.33,91.62,2.43,0.8,0.63,1.89,2.63
HARTNETT,5450,6387,2.17,61468.5,94.07,1.17,0.64,0.14,1.13,2.85
LETT,5451,6385,2.16,61470.66,51.35,43.05,0.53,0.38,2.68,2
DAWES,5452,6383,2.16,61472.83,72.57,15.46,0.55,6.5,1.94,2.98
HSIEH,5453,6382,2.16,61474.99,1.94,(S),93.73,(S),3.51,0.67
FAWCETT,5454,6381,2.16,61477.16,92.4,1.38,0.83,1.38,1.44,2.57
LEFEBVRE,5454,6381,2.16,61479.32,95.53,0.22,0.58,0.25,1.25,2.16
PINKNEY,5456,6378,2.16,61481.48,10.11,83.35,0.25,0.3,3.48,2.51
KWIATKOWSKI,5457,6377,2.16,61483.64,96.27,0.16,0.61,0.2,1.14,1.62
AGUSTIN,5458,6375,2.16,61485.8,3.2,1.4,46.34,0.16,3.18,45.73
FIKE,5459,6374,2.16,61487.96,93.93,1.79,0.77,0.39,1.52,1.6
HOCHSTETLER,5460,6372,2.16,61490.12,98.23,(S),0.25,(S),0.61,0.74
SOULE,5460,6372,2.16,61492.28,92.22,2.06,0.97,0.47,1.66,2.62
FELIPE,5462,6370,2.16,61494.44,8.26,0.58,13.56,0.86,1.37,75.37
PERRONE,5463,6368,2.16,61496.6,92.45,0.42,0.6,0.24,0.77,5.53
ALBARRAN,5464,6366,2.16,61498.76,3.83,0.28,0.2,(S),(S),95.48
KEMPF,5465,6364,2.16,61500.92,95.51,0.36,0.86,0.42,1.16,1.68
RAMIRES,5466,6362,2.16,61503.08,2.86,0.3,0.49,0.08,0.13,96.15
WINGFIELD,5466,6362,2.16,61505.23,61.47,33.02,0.36,0.44,2.53,2.17
GAULT,5468,6360,2.16,61507.39,87.58,7.52,0.66,0.49,1.48,2.28
IZAGUIRRE,5469,6358,2.16,61509.54,4.22,0.22,0.16,0.09,0.19,95.12
LARKINS,5470,6357,2.16,61511.7,56.76,36.95,0.53,0.36,3.02,2.38
BOOK,5471,6356,2.15,61513.85,93.36,1.54,1.15,0.31,1.84,1.79
GRILLO,5472,6355,2.15,61516.01,84.82,0.72,0.96,0.09,0.83,12.57
BUNNELL,5472,6355,2.15,61518.16,92.95,2.14,0.58,0.6,1.87,1.86
MULHOLLAND,5474,6353,2.15,61520.32,93.5,1.54,0.85,0.52,1.43,2.16
MACHUCA,5475,6351,2.15,61522.47,3.37,0.2,0.25,0.14,0.11,95.92
JARMAN,5475,6351,2.15,61524.62,86.13,9.1,0.55,0.54,1.51,2.17
PAPE,5477,6350,2.15,61526.77,94.96,0.99,0.31,0.24,1.13,2.36
BAY,5477,6350,2.15,61528.93,83.04,5.18,5.31,0.55,1.72,4.2
REZA,5479,6349,2.15,61531.08,8.32,0.3,8.77,0.38,0.96,81.27
WARRICK,5480,6347,2.15,61533.23,78.78,15.35,1.04,0.44,2.58,1.81
HUSS,5481,6346,2.15,61535.38,95.48,0.66,0.72,0.43,0.79,1.92
ORTH,5482,6345,2.15,61537.53,95.45,0.43,0.79,0.14,1.32,1.88
WAMPLER,5482,6345,2.15,61539.68,95.48,0.36,0.55,0.41,1.37,1.83
LEMOINE,5484,6343,2.15,61541.83,90.26,2.65,0.44,0.3,1.1,5.25
PENDER,5485,6340,2.15,61543.98,65.69,29.35,0.57,0.33,1.77,2.29
GALAVIZ,5486,6339,2.15,61546.13,4.16,0.19,0.22,0.19,0.14,95.09
ALEJO,5486,6339,2.15,61548.28,2.74,0.43,11.88,0.38,0.88,83.69
SPIEGEL,5488,6338,2.15,61550.43,95.36,0.41,0.44,0.19,1.63,1.97
BAYLOR,5489,6336,2.15,61552.58,44.92,48.75,0.55,0.32,2.24,3.22
HEWETT,5489,6336,2.15,61554.73,87.23,7.75,0.68,0.63,2.05,1.66
LANDAVERDE,5489,6336,2.15,61556.87,2.64,0.08,0.16,0.13,0.09,96.91
HOAGLAND,5492,6335,2.15,61559.02,92.42,2.78,0.54,0.68,1.53,2.05
WIMMER,5493,6334,2.15,61561.17,94.41,0.58,0.66,0.82,1.52,2.01
BUEHLER,5494,6333,2.15,61563.32,95.8,0.25,0.76,0.08,1.53,1.58
EMERICK,5494,6333,2.15,61565.46,93.92,0.47,0.68,0.54,1.86,2.53
KARNES,5494,6333,2.15,61567.61,94.06,1.22,0.41,0.69,1.56,2.05
CARTY,5497,6332,2.15,61569.76,71.72,20.25,0.63,0.84,1.6,4.97
PFAFF,5498,6331,2.15,61571.9,95.61,0.16,0.74,0.58,1.03,1.88
OZUNA,5499,6327,2.14,61574.05,5.29,0.4,0.17,0.6,0.38,93.16
KINGSBURY,5500,6325,2.14,61576.19,91.7,2.58,0.6,0.24,1.2,3.68
CIFUENTES,5500,6325,2.14,61578.34,4.24,0.27,0.3,0.13,0.17,94.89
LUEVANO,5502,6324,2.14,61580.48,4.97,0.13,0.13,0.22,0.14,94.42
SHREVE,5503,6321,2.14,61582.62,93.8,1.42,0.43,0.43,1.77,2.15
MCCREA,5504,6320,2.14,61584.77,66.58,27.86,0.47,1.42,1.71,1.95
MCLELLAN,5505,6318,2.14,61586.91,85.14,7.01,0.79,0.71,2.63,3.72
GAYNOR,5505,6318,2.14,61589.05,75.77,18.5,0.78,0.22,1.65,3.09
MYER,5507,6317,2.14,61591.19,90.95,3.04,1.22,0.46,1.76,2.58
PARSLEY,5508,6315,2.14,61593.33,91.58,3.69,0.35,0.35,1.74,2.3
MANGAN,5508,6315,2.14,61595.47,90.31,1.95,2.58,1.17,1.6,2.39
PASSMORE,5510,6314,2.14,61597.61,78.75,15.73,0.55,0.81,1.87,2.3
MANNS,5511,6312,2.14,61599.75,52.76,40.78,0.36,0.43,3.44,2.23
OVERBY,5512,6311,2.14,61601.89,83.9,11.84,0.43,0.35,1.44,2.04
MOREHOUSE,5513,6309,2.14,61604.03,91.49,3.28,0.7,0.44,1.9,2.19
KOCHER,5514,6308,2.14,61606.17,93.96,0.62,1.51,0.22,1.55,2.14
ROHR,5514,6308,2.14,61608.31,95.39,0.44,0.38,0.57,1.08,2.14
ALGER,5516,6306,2.14,61610.45,92.67,0.48,1.36,0.79,2.11,2.58
MUSSELMAN,5516,6306,2.14,61612.58,95.94,0.27,0.52,0.13,1.05,2.09
MCCLUSKEY,5518,6301,2.14,61614.72,91.73,2.75,0.6,0.83,1.75,2.35
RUNYAN,5518,6301,2.14,61616.86,94.68,0.67,0.41,0.4,1.65,2.19
HALVORSON,5520,6298,2.14,61618.99,95.27,0.29,0.7,0.64,1.41,1.7
SPECK,5521,6297,2.13,61621.13,94.09,0.7,0.59,1.14,1.14,2.33
WEDDLE,5522,6296,2.13,61623.26,87.53,7.13,0.57,0.57,1.51,2.68
HODSON,5522,6296,2.13,61625.39,91.99,2.05,0.64,0.65,2.46,2.21
PALMIERI,5522,6296,2.13,61627.53,93.87,0.21,0.56,0.14,0.7,4.53
MIRACLE,5525,6291,2.13,61629.66,93.07,2.99,0.57,0.46,1.26,1.65
MANSOUR,5525,6291,2.13,61631.79,87.59,(S),2.46,(S),4.28,3.39
GUERIN,5525,6291,2.13,61633.93,84.99,6.14,1.05,0.48,1.62,5.72
TINKER,5525,6291,2.13,61636.06,78.4,12.73,0.6,3.56,2.51,2.19
CARRIGAN,5529,6290,2.13,61638.19,89.84,4.79,0.67,0.49,2.02,2.19
KAMARA,5530,6288,2.13,61640.32,3.12,93.91,0.46,0.08,1.81,0.62
CUNDIFF,5531,6283,2.13,61642.45,92.11,4.01,0.53,0.35,1.27,1.73
HARDEE,5531,6283,2.13,61644.58,88.17,7.62,0.51,0.51,1.35,1.83
BOYLAN,5533,6280,2.13,61646.71,93.11,2.2,0.81,0.16,1.43,2.29
